0,4.398288,0.09375
20,3.1675894,0.1171875
40,2.79593,0.1015625
60,2.4100006,0.1171875
80,2.223271,0.2265625
100,2.2069168,0.2734375
120,1.9395648,0.3515625
140,1.803066,0.3515625
160,1.6432452,0.453125
180,1.5195929,0.5
200,1.4745855,0.53125
220,1.3146214,0.6171875
240,1.4585052,0.515625
260,1.4501603,0.5
280,1.2663103,0.609375
300,1.1942787,0.6015625
320,1.3509406,0.5390625
340,1.184266,0.625
360,1.207624,0.625
380,1.2172,0.5859375
400,1.2063026,0.6171875
420,1.1696677,0.65625
440,1.0285399,0.71875
460,1.0172564,0.640625
480,1.1467783,0.609375
500,1.0506546,0.6953125
520,1.0539271,0.6875
540,1.0367196,0.7109375
560,0.931927,0.7421875
580,1.0243918,0.6484375
600,0.98356056,0.703125
620,0.908528,0.7109375
640,0.992401,0.6953125
660,1.0002894,0.6796875
680,0.9587219,0.671875
700,0.9249692,0.671875
720,0.9368325,0.6796875
740,0.89378154,0.703125
760,0.9118122,0.6875
780,0.88279897,0.7109375
800,1.0436661,0.640625
820,0.93204045,0.6875
840,0.93543166,0.6640625
860,0.86567193,0.7265625
880,0.9461316,0.6796875
900,1.0147495,0.640625
920,0.91915274,0.7109375
940,0.9711746,0.6640625
960,0.83262193,0.734375
980,0.77793735,0.734375
1000,0.906201,0.6875
1020,0.67599005,0.8125
1040,0.7930076,0.7578125
1060,0.72519875,0.7578125
1080,0.8311408,0.71875
1100,0.83857214,0.7421875
1120,0.9180842,0.6875
1140,0.92544734,0.6875
1160,0.86516404,0.6953125
1180,0.7640952,0.765625
1200,0.7340591,0.7890625
1220,0.85295177,0.75
1240,0.77325433,0.7734375
1260,0.96885103,0.671875
1280,0.7886141,0.7265625
1300,0.75623345,0.75
1320,0.78348005,0.75
1340,0.827323,0.71875
1360,0.86913466,0.71875
1380,0.9459942,0.7265625
1400,0.8378526,0.7421875
1420,0.74209553,0.7421875
1440,0.8031757,0.7421875
1460,0.7036575,0.8046875
1480,0.6420909,0.7890625
1500,0.70148647,0.7734375
1520,0.59408426,0.8125
1540,0.7449649,0.7421875
1560,0.62695503,0.7734375
1580,0.79565036,0.7421875
1600,0.6741829,0.7734375
1620,0.73816496,0.7578125
1640,0.77242,0.734375
1660,0.70975727,0.7890625
1680,0.8015234,0.75
1700,0.8807448,0.7109375
1720,0.7392684,0.7578125
1740,0.6850097,0.7890625
1760,0.73549676,0.7265625
1780,0.6547626,0.75
1800,0.86331546,0.703125
1820,0.7158947,0.796875
1840,0.79872435,0.7109375
1860,0.62667584,0.7890625
1880,0.82088923,0.765625
1900,0.67375433,0.7734375
1920,0.6800099,0.78125
1940,0.82023233,0.734375
1960,0.8158059,0.6875
1980,0.7088735,0.7578125
2000,0.624686,0.796875
2020,0.83991027,0.703125
2040,0.9035187,0.6640625
2060,0.70534045,0.7578125
2080,0.7812087,0.75
2100,0.6813399,0.78125
2120,0.61640227,0.796875
2140,0.7303227,0.734375
2160,0.8253623,0.734375
2180,0.67823595,0.765625
2200,0.6729121,0.78125
2220,0.58591574,0.796875
2240,0.6939863,0.7734375
2260,0.589937,0.8203125
2280,0.6435066,0.796875
2300,0.6099702,0.8203125
2320,0.7360674,0.7578125
2340,0.6314155,0.7734375
2360,0.9419473,0.671875
2380,0.69000405,0.8046875
2400,0.588764,0.828125
2420,0.5224829,0.828125
2440,0.62287945,0.8203125
2460,0.6017058,0.78125
2480,0.67397827,0.765625
2500,0.7206867,0.71875
2520,0.55374527,0.8515625
2540,0.7533436,0.8046875
2560,0.6560735,0.7421875
2580,0.8264264,0.734375
2600,0.59047997,0.7890625
2620,0.71357465,0.8203125
2640,0.6646977,0.796875
2660,0.70916975,0.7734375
2680,0.50289786,0.859375
2700,0.80807483,0.71875
2720,0.6023046,0.828125
2740,0.642467,0.8046875
2760,0.6684153,0.8125
2780,0.5491226,0.8203125
2800,0.5192877,0.828125
2820,0.60586774,0.84375
2840,0.7162016,0.75
2860,0.72634554,0.7578125
2880,0.5753393,0.8203125
2900,0.80110574,0.7421875
2920,0.62681985,0.78125
2940,0.7213602,0.796875
2960,0.658217,0.7734375
2980,0.6534587,0.8125
3000,0.7571329,0.7265625
3020,0.49535814,0.8828125
3040,0.5857223,0.7578125
3060,0.59129864,0.8046875
3080,0.5315655,0.828125
3100,0.6228038,0.8203125
3120,0.59374905,0.8046875
3140,0.48187575,0.8671875
3160,0.7709145,0.75
3180,0.5565131,0.796875
3200,0.51011276,0.8046875
3220,0.50932807,0.8828125
3240,0.6086156,0.8359375
3260,0.73426723,0.71875
3280,0.68841755,0.7890625
3300,0.62369007,0.7734375
3320,0.6362519,0.796875
3340,0.7033824,0.8046875
3360,0.5673951,0.8515625
3380,0.46121073,0.84375
3400,0.5113989,0.8046875
3420,0.6152468,0.7890625
3440,0.55373704,0.828125
3460,0.7242937,0.78125
3480,0.6742084,0.7578125
3500,0.7013922,0.7890625
3520,0.6342851,0.78125
3540,0.6070249,0.8203125
3560,0.5807458,0.8203125
3580,0.56091166,0.8203125
3600,0.5781358,0.8203125
3620,0.7549761,0.78125
3640,0.5402565,0.8046875
3660,0.47132385,0.84375
3680,0.57511073,0.78125
3700,0.5414881,0.8515625
3720,0.7043383,0.7265625
3740,0.72104317,0.765625
3760,0.63953376,0.7734375
3780,0.6746064,0.796875
3800,0.7623557,0.796875
3820,0.42196596,0.859375
3840,0.5361069,0.796875
3860,0.60406864,0.796875
3880,0.6793435,0.78125
3900,0.5799175,0.8359375
3920,0.73550755,0.78125
3940,0.5990335,0.828125
3960,0.5157879,0.8046875
3980,0.41034722,0.828125
4000,0.79936445,0.7265625
4020,0.52683693,0.8359375
4040,0.7160933,0.7421875
4060,0.7796655,0.7421875
4080,0.657092,0.7734375
4100,0.52470684,0.84375
4120,0.3555737,0.875
4140,0.5152023,0.8359375
4160,0.794914,0.7421875
4180,0.6526327,0.78125
4200,0.48033002,0.859375
4220,0.6098967,0.796875
4240,0.5845381,0.796875
4260,0.68413246,0.7734375
4280,0.4563584,0.859375
4300,0.61883605,0.8046875
4320,0.6724583,0.78125
4340,0.4068308,0.8671875
4360,0.742733,0.78125
4380,0.51314,0.8125
4400,0.5176319,0.875
4420,0.4522987,0.8515625
4440,0.44484544,0.875
4460,0.62761706,0.78125
4480,0.6139569,0.8125
4500,0.53667355,0.8203125
4520,0.56967485,0.8515625
4540,0.4612645,0.84375
4560,0.4599316,0.859375
4580,0.7840762,0.7734375
4600,0.7309743,0.765625
4620,0.61943626,0.8359375
4640,0.57766634,0.8203125
4660,0.5535707,0.828125
4680,0.6742443,0.765625
4700,0.6507486,0.7890625
4720,0.43365452,0.8671875
4740,0.5100858,0.8203125
4760,0.57430077,0.8125
4780,0.42677656,0.875
4800,0.7688128,0.75
4820,0.6740465,0.78125
4840,0.59236825,0.8046875
4860,0.4416644,0.8515625
4880,0.48873267,0.8203125
4900,0.5145433,0.8359375
4920,0.44743654,0.8671875
4940,0.47995928,0.84375
4960,0.5614863,0.8359375
4980,0.5414485,0.8203125
5000,0.6286286,0.8359375
5020,0.47033948,0.84375
5040,0.60791457,0.8359375
5060,0.6142674,0.78125
5080,0.5419631,0.859375
5100,0.858586,0.7421875
5120,0.6910234,0.7421875
5140,0.58599955,0.8125
5160,0.51933765,0.8203125
5180,0.39873624,0.859375
5200,0.664453,0.7734375
5220,0.67614007,0.78125
5240,0.54266894,0.8359375
5260,0.47907573,0.8359375
5280,0.5240584,0.859375
5300,0.62067264,0.7734375
5320,0.5898564,0.8046875
5340,0.5117342,0.8359375
5360,0.65111226,0.7734375
5380,0.4206363,0.859375
5400,0.45339704,0.84375
5420,0.39409706,0.84375
5440,0.5579871,0.7890625
5460,0.5687994,0.8125
5480,0.44429252,0.890625
5500,0.5865041,0.8359375
5520,0.5426694,0.8359375
5540,0.65571135,0.8046875
5560,0.42372066,0.859375
5580,0.51479805,0.84375
5600,0.3929176,0.875
5620,0.49459141,0.828125
5640,0.44910645,0.84375
5660,0.47771782,0.84375
5680,0.5092624,0.8125
5700,0.60851985,0.828125
5720,0.5481489,0.796875
5740,0.51366484,0.8359375
5760,0.5696852,0.796875
5780,0.48941246,0.8515625
